"age" "workclass" "education_num" "marital_status" "occupation" "race" "sex" "hours_per_week" "income"
35 " Private" 7 " Married" " Blue-Collar" " White" " Male" 40 49.36
62 " Private" 4 " Divorced" " Service" " White" " Female" 38 40.65
20 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 15 36.35
25 " Private" 9 " Single" " Service" " White" " Male" 40 47.91
21 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 44.07
32 " Private" 10 " Single" " Service" " White" " Male" 35 48.6
32 " Government" 13 " Married" " Professional" " White" " Female" 45 48.78
70 " Government" 9 " Widowed" " White-Collar" " White" " Female" 12 50.23
65 " Other/Unknown" 6 " Married" " Other/Unknown" " White" " Male" 50 46.73
57 " Private" 7 " Married" " Blue-Collar" " White" " Male" 40 52.84
31 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 52.94
37 " Private" 13 " Married" " White-Collar" " White" " Male" 60 60.67
34 " Private" 9 " Divorced" " Service" " White" " Female" 36 40.33
26 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 78 46.56
44 " Private" 10 " Married" " Sales" " White" " Male" 48 52.34
66 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 50.78
39 " Government" 9 " Divorced" " Blue-Collar" " White" " Female" 40 49.42
31 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.12
53 " Private" 11 " Married" " Service" " White" " Male" 40 52.39
36 " Private" 9 " Married" " Blue-Collar" " White" " Female" 50 44.15
61 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 54.39
43 " Private" 13 " Married" " Sales" " White" " Male" 40 56.59
38 " Private" 10 " Married" " White-Collar" " White" " Male" 40 56.9
26 " Private" 9 " Single" " White-Collar" " White" " Male" 50 53.96
27 " Private" 9 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 8 44.26
58 " Government" 5 " Divorced" " Service" " White" " Female" 40 43.19
37 " Government" 9 " Divorced" " White-Collar" " White" " Female" 12 46.12
56 " Private" 4 " Married" " Blue-Collar" " White" " Male" 26 54.06
36 " Private" 10 " Separated" " White-Collar" " White" " Male" 60 54.79
29 " Private" 9 " Single" " Blue-Collar" " Black" " Male" 40 43.22
28 " Private" 6 " Single" " Blue-Collar" " White" " Male" 30 46.25
61 " Self-Employed" 16 " Married" " Professional" " White" " Male" 40 50.88
66 " Self-Employed" 5 " Married" " Blue-Collar" " White" " Male" 25 48.09
31 " Private" 10 " Married" " Blue-Collar" " White" " Male" 50 56.39
21 " Private" 12 " Single" " Service" " White" " Female" 40 37.44
67 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 58 55.64
26 " Private" 9 " Widowed" " Blue-Collar" " White" " Male" 40 51.92
21 " Private" 10 " Single" " Blue-Collar" " White" " Male" 50 49.51
33 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.4
33 " Private" 9 " Divorced" " Service" " White" " Female" 32 39.95
59 " Government" 13 " Married" " White-Collar" " White" " Male" 50 60.11
82 " Self-Employed" 4 " Married" " Blue-Collar" " White" " Male" 50 51.62
34 " Government" 16 " Married" " Professional" " White" " Female" 50 50.24
29 " Private" 13 " Married" " White-Collar" " White" " Male" 50 60.39
19 " Private" 10 " Divorced" " Service" " White" " Female" 40 36.59
57 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 1 53.57
41 " Private" 10 " Married" " White-Collar" " White" " Male" 50 58.87
55 " Private" 6 " Married" " Service" " Black" " Male" 40 42.82
27 " Private" 10 " Single" " Blue-Collar" " Black" " Male" 40 39.26
33 " Private" 9 " Single" " Blue-Collar" " White" " Male" 45 53.64
43 " Government" 10 " Divorced" " White-Collar" " Black" " Male" 50 51.46
72 " Government" 10 " Widowed" " Service" " White" " Female" 16 44.73
68 " Self-Employed" 9 " Married" " Sales" " White" " Male" 40 47.39
29 " Private" 9 " Separated" " White-Collar" " White" " Female" 40 42.7
41 " Private" 13 " Married" " Professional" " White" " Male" 60 53.6
30 " Private" 9 " Married" " Service" " White" " Male" 40 55.13
31 " Private" 13 " Divorced" " Service" " Asian-Pac-Islander" " Male" 70 38.42
54 " Private" 3 " Married" " Service" " Black" " Female" 30 37.28
32 " Private" 12 " Separated" " White-Collar" " White" " Female" 50 45.09
56 " Private" 9 " Widowed" " Sales" " White" " Female" 40 39.29
39 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Female" 6 36.75
41 " Government" 11 " Married" " Professional" " White" " Male" 35 58.61
48 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 44.24
66 " Self-Employed" 4 " Married" " Blue-Collar" " White" " Male" 48 54.69
25 " Self-Employed" 13 " Single" " Sales" " White" " Female" 50 37.63
31 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.42
32 " Private" 12 " Divorced" " Sales" " White" " Male" 48 50.71
51 " Private" 13 " Married" " White-Collar" " White" " Male" 40 59.15
42 " Private" 9 " Single" " White-Collar" " Black" " Female" 40 41.81
22 " Other/Unknown" 10 " Single" " Other/Unknown" " Black" " Female" 35 35.64
31 " Private" 15 " Married" " Professional" " White" " Male" 60 56.22
43 " Self-Employed" 9 " Married" " White-Collar" " White" " Female" 40 44.3
42 " Private" 10 " Single" " Blue-Collar" " Black" " Female" 40 46.27
20 " Government" 9 " Single" " Service" " Other" " Male" 40 41.93
40 " Private" 13 " Married" " Professional" " White" " Male" 40 57.43
65 " Private" 9 " Widowed" " White-Collar" " White" " Female" 20 46.46
53 " Private" 13 " Married" " Professional" " White" " Male" 52 52.62
56 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 58.5
51 " Government" 16 " Married" " White-Collar" " White" " Male" 55 64.25
38 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 40 47.66
44 " Private" 14 " Married" " White-Collar" " White" " Male" 50 58.6
49 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 60 58.73
47 " Private" 9 " Divorced" " Blue-Collar" " Black" " Male" 44 47.65
22 " Private" 12 " Married" " Professional" " White" " Female" 40 40.19
53 " Private" 10 " Separated" " Blue-Collar" " White" " Male" 45 48.97
41 " Government" 10 " Divorced" " Service" " White" " Male" 20 50.33
19 " Private" 9 " Single" " White-Collar" " White" " Male" 40 50.02
27 " Government" 13 " Single" " Professional" " Amer-Indian-Eskimo" " Female" 43 39.59
48 " Self-Employed" 11 " Married" " White-Collar" " White" " Female" 25 47.77
52 " Private" 4 " Single" " Service" " White" " Female" 7 35.28
61 " Government" 15 " Married" " Professional" " White" " Male" 40 56.93
45 " Self-Employed" 13 " Married" " White-Collar" " Asian-Pac-Islander" " Male" 45 44.32
29 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 52.85
41 " Private" 10 " Divorced" " Service" " White" " Male" 21 46.59
38 " Private" 10 " Divorced" " White-Collar" " Black" " Male" 60 49.05
32 " Private" 10 " Married" " Professional" " White" " Female" 40 41.33
37 " Private" 9 " Married" " Service" " White" " Male" 40 50.75
55 " Private" 6 " Married" " Blue-Collar" " White" " Male" 40 56.85
62 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 54.88
48 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.35
43 " Private" 10 " Married" " White-Collar" " White" " Male" 50 57.29
25 " Private" 9 " Single" " Sales" " Black" " Male" 24 40.64
47 " Private" 9 " Separated" " Service" " White" " Female" 40 38.97
49 " Self-Employed" 13 " Married" " Blue-Collar" " White" " Male" 70 55.82
55 " Private" 9 " Married" " Service" " White" " Male" 40 50.73
42 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 42.65
40 " Private" 9 " Divorced" " White-Collar" " White" " Male" 40 50.19
34 " Private" 11 " Married" " White-Collar" " White" " Male" 40 54.99
38 " Private" 9 " Separated" " Sales" " White" " Female" 10 36.02
39 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.34
45 " Private" 12 " Divorced" " Blue-Collar" " White" " Female" 55 44.8
43 " Private" 12 " Single" " Sales" " White" " Male" 40 48.69
32 " Government" 9 " Single" " White-Collar" " Black" " Female" 40 45.42
18 " Private" 10 " Single" " Service" " White" " Female" 20 35.64
27 " Private" 14 " Single" " Professional" " White" " Male" 40 50.56
57 " Private" 12 " Divorced" " Service" " White" " Female" 40 41.34
38 " Private" 9 " Married" " White-Collar" " White" " Female" 60 49.7
67 " Private" 13 " Married" " Professional" " White" " Male" 40 56.18
26 " Private" 7 " Separated" " Service" " White" " Female" 20 33.69
21 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 53.17
17 " Private" 6 " Single" " Service" " White" " Male" 15 44.31
31 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.93
51 " Self-Employed" 12 " Separated" " Sales" " Black" " Male" 30 37.29
29 " Private" 13 " Married" " White-Collar" " White" " Male" 40 57.71
28 " Private" 13 " Single" " Blue-Collar" " White" " Male" 40 55.28
32 " Private" 12 " Married" " Professional" " White" " Male" 45 52.05
31 " Government" 10 " Married" " Service" " White" " Male" 45 55.46
26 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 58.48
28 " Government" 13 " Divorced" " Professional" " White" " Female" 40 44.34
40 " Private" 14 " Single" " Professional" " White" " Female" 40 39.65
51 " Private" 4 " Single" " Blue-Collar" " White" " Male" 19 49.92
62 " Private" 10 " Married" " Blue-Collar" " Black" " Male" 20 44.77
54 " Private" 6 " Married" " Blue-Collar" " White" " Male" 60 54.54
55 " Private" 9 " Separated" " Service" " White" " Female" 16 39.23
24 " Private" 9 " Single" " Blue-Collar" " White" " Male" 20 51.97
27 " Private" 14 " Single" " White-Collar" " White" " Male" 45 57.75
18 " Private" 9 " Single" " Blue-Collar" " White" " Male" 30 48.35
22 " Private" 13 " Single" " Professional" " Amer-Indian-Eskimo" " Female" 40 40.02
21 " Private" 9 " Single" " Sales" " White" " Female" 40 38.57
44 " Self-Employed" 10 " Married" " Sales" " Asian-Pac-Islander" " Male" 80 44.13
50 " Other/Unknown" 14 " Married" " Other/Unknown" " White" " Male" 60 50.58
38 " Private" 13 " Married" " Professional" " White" " Male" 40 53.89
39 " Private" 13 " Married" " Professional" " White" " Male" 50 51.08
27 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.63
35 " Private" 7 " Divorced" " Blue-Collar" " Black" " Male" 40 41.81
51 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 58.8
60 " Private" 10 " Married" " Service" " White" " Male" 40 51.3
62 " Other/Unknown" 10 " Married" " Other/Unknown" " White" " Male" 40 48.75
38 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 57.33
37 " Private" 10 " Separated" " Blue-Collar" " Black" " Male" 35 44.31
43 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 43.13
49 " Government" 10 " Divorced" " White-Collar" " White" " Female" 50 50.5
17 " Private" 6 " Single" " Service" " White" " Female" 25 34.37
32 " Private" 9 " Single" " Service" " White" " Male" 60 44.76
23 " Private" 13 " Single" " Professional" " White" " Female" 38 41.84
28 " Private" 13 " Married" " Professional" " White" " Male" 40 52.47
83 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 55 55.96
25 " Private" 13 " Single" " White-Collar" " White" " Female" 40 44.11
42 " Private" 13 " Married" " White-Collar" " White" " Male" 60 60.43
46 " Government" 7 " Single" " Service" " White" " Male" 40 53.2
29 " Private" 13 " Single" " Professional" " Other" " Female" 50 28.65
44 " Private" 14 " Married" " White-Collar" " White" " Male" 45 61.71
60 " Self-Employed" 15 " Married" " Sales" " White" " Male" 45 52.57
30 " Government" 11 " Divorced" " Service" " Amer-Indian-Eskimo" " Female" 40 46.09
24 " Private" 10 " Single" " Sales" " White" " Female" 17 40.14
17 " Private" 6 " Single" " Service" " White" " Female" 10 37.11
76 " Other/Unknown" 7 " Widowed" " Other/Unknown" " White" " Female" 16 34.17
31 " Private" 12 " Single" " Service" " White" " Female" 40 38.41
52 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 57.13
39 " Private" 13 " Single" " White-Collar" " Asian-Pac-Islander" " Female" 35 44.83
73 " Self-Employed" 13 " Married" " Sales" " White" " Male" 50 51
38 " Private" 9 " Single" " Service" " Black" " Female" 24 39.06
48 " Private" 9 " Divorced" " Service" " Black" " Female" 20 40.85
60 " Private" 6 " Widowed" " Sales" " White" " Female" 40 37.84
26 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 51.2
20 " Private" 9 " Single" " Service" " White" " Male" 40 46.67
54 " Government" 16 " Single" " White-Collar" " White" " Female" 40 49.21
50 " Government" 9 " Married" " Service" " Black" " Male" 40 49.89
20 " Private" 10 " Single" " White-Collar" " White" " Female" 40 42.67
23 " Private" 10 " Single" " White-Collar" " Black" " Male" 22 42.69
35 " Private" 11 " Married" " Blue-Collar" " White" " Male" 40 56.5
43 " Private" 6 " Single" " Blue-Collar" " Black" " Male" 40 43.06
50 " Private" 9 " Married" " White-Collar" " White" " Male" 32 57.23
58 " Private" 2 " Separated" " Blue-Collar" " Black" " Male" 50 47.52
55 " Government" 12 " Divorced" " White-Collar" " Asian-Pac-Islander" " Male" 40 53.86
29 " Private" 13 " Married" " White-Collar" " White" " Male" 45 58.76
47 " Private" 10 " Divorced" " Blue-Collar" " White" " Female" 40 43.18
39 " Private" 9 " Married" " Professional" " Black" " Female" 40 42.83
63 " Government" 9 " Married" " White-Collar" " White" " Female" 35 47.5
27 " Private" 9 " Single" " Blue-Collar" " White" " Male" 60 50.91
62 " Other/Unknown" 7 " Divorced" " Other/Unknown" " Black" " Female" 40 34.87
38 " Private" 10 " Single" " White-Collar" " White" " Female" 40 44.48
25 " Private" 9 " Single" " Blue-Collar" " White" " Male" 65 50.14
31 " Private" 9 " Married" " Service" " White" " Male" 52 50.85
40 " Government" 10 " Single" " White-Collar" " White" " Female" 40 44.86
42 " Private" 16 " Single" " Professional" " White" " Male" 50 49.38
52 " Private" 9 " Married" " Sales" " White" " Male" 40 53.46
46 " Private" 13 " Married" " White-Collar" " White" " Male" 40 55.3
31 " Private" 10 " Separated" " Service" " White" " Female" 50 39.6
33 " Private" 9 " Divorced" " Service" " White" " Female" 40 40.07
58 " Private" 9 " Single" " White-Collar" " White" " Female" 40 46.57
52 " Government" 9 " Divorced" " Service" " White" " Male" 36 52.56
25 " Self-Employed" 13 " Single" " White-Collar" " White" " Male" 35 53.52
54 " Private" 13 " Married" " Sales" " White" " Male" 40 54.23
46 " Private" 14 " Married" " White-Collar" " White" " Male" 60 59.91
28 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.12
24 " Self-Employed" 4 " Married" " Blue-Collar" " White" " Male" 40 51.8
39 " Private" 13 " Single" " White-Collar" " White" " Female" 40 44.57
60 " Government" 10 " Married" " Service" " White" " Male" 40 52.16
22 " Private" 9 " Single" " Service" " White" " Female" 40 40.6
27 " Private" 13 " Single" " White-Collar" " White" " Female" 40 48.36
35 " Private" 13 " Married" " Sales" " White" " Male" 45 50.77
47 " Private" 13 " Married" " Professional" " White" " Male" 50 54.44
33 " Self-Employed" 13 " Married" " Professional" " White" " Female" 50 40.96
40 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 45 53.83
38 " Private" 13 " Married" " White-Collar" " White" " Male" 40 55.25
26 " Private" 12 " Separated" " Blue-Collar" " Other" " Female" 40 33.08
54 " Self-Employed" 13 " Married" " Sales" " White" " Male" 50 48.26
39 " Private" 13 " Married" " Blue-Collar" " White" " Male" 40 59.35
60 " Private" 4 " Divorced" " Blue-Collar" " White" " Male" 40 48.37
32 " Private" 14 " Single" " White-Collar" " White" " Female" 40 43.19
19 " Government" 10 " Single" " White-Collar" " White" " Female" 15 46.07
49 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 60 52.98
31 " Private" 7 " Single" " White-Collar" " White" " Female" 48 40.81
29 " Private" 9 " Separated" " Sales" " White" " Female" 25 35.55
39 " Private" 9 " Single" " Sales" " Black" " Female" 40 37.63
42 " Private" 14 " Married" " Sales" " White" " Male" 50 56.15
26 " Private" 9 " Divorced" " Service" " White" " Female" 35 36.56
27 " Private" 11 " Single" " White-Collar" " White" " Male" 40 53.53
52 " Private" 5 " Widowed" " White-Collar" " White" " Female" 40 41.18
50 " Government" 10 " Divorced" " Service" " Black" " Female" 40 43.69
51 " Private" 9 " Married" " Blue-Collar" " White" " Male" 45 55.77
51 " Government" 9 " Married" " White-Collar" " White" " Male" 40 61.66
40 " Private" 9 " Married" " Sales" " White" " Male" 40 54.57
61 " Private" 4 " Widowed" " Blue-Collar" " Black" " Male" 40 43.62
35 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 47.21
41 " Other/Unknown" 9 " Divorced" " Other/Unknown" " Black" " Female" 28 36.35
31 " Private" 14 " Married" " White-Collar" " White" " Male" 40 55.81
43 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.44
20 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 52.21
35 " Private" 10 " Separated" " Blue-Collar" " White" " Male" 40 53.3
30 " Private" 10 " Married" " Sales" " White" " Male" 45 48.96
42 " Self-Employed" 15 " Married" " Professional" " White" " Male" 40 51.59
51 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 57.72
39 " Self-Employed" 14 " Divorced" " White-Collar" " Asian-Pac-Islander" " Male" 99 44.93
69 " Self-Employed" 5 " Married" " Blue-Collar" " White" " Male" 25 54.25
63 " Other/Unknown" 5 " Married" " Other/Unknown" " White" " Male" 40 51.82
29 " Government" 10 " Single" " White-Collar" " Black" " Female" 40 48.93
21 " Private" 10 " Single" " Sales" " White" " Male" 20 48.96
24 " Private" 13 " Single" " Service" " White" " Male" 55 48.75
55 " Private" 9 " Married" " Service" " Black" " Male" 40 45.81
42 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 45 53.53
48 " Private" 7 " Married" " Service" " White" " Female" 40 41.4
31 " Private" 13 " Single" " Service" " White" " Female" 42 37.95
52 " Private" 11 " Married" " White-Collar" " White" " Male" 40 54.83
30 " Private" 10 " Single" " Service" " White" " Female" 40 36.71
29 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 48.75
32 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 51.86
47 " Private" 10 " Married" " Professional" " White" " Male" 40 51.47
56 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 53.71
40 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 54.37
20 " Private" 10 " Single" " Professional" " White" " Female" 10 39.8
36 " Private" 10 " Separated" " Blue-Collar" " White" " Male" 40 53.43
45 " Private" 13 " Single" " Professional" " White" " Male" 40 47.97
38 " Private" 5 " Married" " White-Collar" " White" " Male" 40 55.21
60 " Government" 15 " Married" " Professional" " White" " Male" 40 60.62
70 " Self-Employed" 14 " Married" " White-Collar" " Black" " Male" 40 51.1
21 " Private" 10 " Single" " Service" " White" " Female" 30 36.25
57 " Private" 9 " Widowed" " White-Collar" " White" " Female" 40 44.83
33 " Private" 9 " Married" " Blue-Collar" " White" " Male" 48 54.43
37 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 53.6
50 " Self-Employed" 15 " Married" " White-Collar" " White" " Male" 50 57.13
68 " Private" 10 " Married" " Sales" " White" " Male" 55 55.81
28 " Private" 7 " Married" " White-Collar" " White" " Female" 40 44.45
32 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 56.02
30 " Private" 15 " Divorced" " Professional" " White" " Male" 50 54.25
18 " Private" 7 " Single" " Blue-Collar" " White" " Male" 30 47.13
45 " Private" 10 " Divorced" " Professional" " White" " Female" 20 41.02
22 " Private" 9 " Single" " White-Collar" " White" " Female" 40 41.31
38 " Private" 13 " Single" " Blue-Collar" " White" " Female" 8 37.84
37 " Private" 11 " Divorced" " Professional" " White" " Female" 40 42.23
23 " Private" 13 " Single" " Blue-Collar" " White" " Male" 40 52.75
59 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 52.19
48 " Self-Employed" 15 " Married" " Professional" " White" " Male" 40 51.98
53 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 50 55.18
18 " Private" 9 " Single" " White-Collar" " White" " Male" 25 49.97
30 " Private" 13 " Single" " Sales" " White" " Female" 40 40.87
50 " Private" 10 " Married" " Sales" " White" " Male" 45 51.31
63 " Other/Unknown" 7 " Married" " Other/Unknown" " White" " Male" 40 51.07
38 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 40 54.4
48 " Private" 5 " Divorced" " Sales" " White" " Female" 40 34.69
60 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.15
46 " Private" 9 " Separated" " Blue-Collar" " White" " Female" 50 40.16
30 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Male" 30 46.37
39 " Private" 13 " Married" " Sales" " White" " Male" 60 55.36
55 " Government" 10 " Married" " Professional" " White" " Male" 40 58.72
17 " Private" 7 " Single" " Sales" " White" " Male" 15 43.05
46 " Private" 13 " Married" " Sales" " White" " Male" 55 56.58
50 " Private" 9 " Divorced" " Sales" " White" " Female" 65 39.87
32 " Private" 13 " Single" " Service" " Black" " Male" 30 42.94
18 " Private" 9 " Single" " Service" " White" " Female" 40 36.94
34 " Private" 9 " Separated" " Service" " Black" " Male" 40 39.83
50 " Private" 13 " Divorced" " Professional" " White" " Male" 45 49.85
32 " Private" 7 " Married" " White-Collar" " White" " Male" 55 53.74
23 " Government" 13 " Single" " Professional" " Black" " Female" 40 41.93
26 " Private" 13 " Single" " Professional" " White" " Male" 50 51.83
46 " Private" 12 " Divorced" " Professional" " White" " Female" 50 39.8
43 " Self-Employed" 10 " Married" " Sales" " White" " Male" 55 50.35
32 " Private" 9 " Married" " Blue-Collar" " White" " Male" 60 56.89
37 " Government" 12 " Divorced" " Professional" " White" " Female" 38 41.34
48 " Private" 10 " Married" " Blue-Collar" " White" " Male" 45 53.27
28 " Private" 13 " Single" " White-Collar" " White" " Male" 40 51.85
43 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.07
51 " Government" 6 " Widowed" " Service" " White" " Female" 24 44.1
30 " Private" 9 " Single" " Blue-Collar" " White" " Male" 50 50.33
34 " Government" 14 " Married" " Professional" " White" " Male" 50 61.42
34 " Private" 9 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 40 42.46
41 " Private" 13 " Married" " White-Collar" " White" " Male" 60 55.56
53 " Private" 6 " Divorced" " White-Collar" " White" " Female" 48 44.75
42 " Private" 1 " Married" " Blue-Collar" " White" " Male" 40 54.31
18 " Private" 9 " Single" " Service" " White" " Female" 30 34.19
81 " Private" 13 " Widowed" " Sales" " White" " Male" 50 49.82
40 " Private" 11 " Married" " Professional" " White" " Male" 40 57.29
26 " Private" 13 " Single" " Service" " White" " Female" 35 37.76
20 " Private" 10 " Single" " Service" " White" " Female" 15 37.66
41 " Private" 9 " Single" " Sales" " White" " Female" 50 37.87
49 " Government" 14 " Married" " Professional" " White" " Male" 45 54.62
22 " Private" 10 " Single" " Service" " White" " Female" 20 37.07
46 " Private" 13 " Divorced" " Professional" " White" " Male" 45 48.28
56 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 43.8
35 " Private" 9 " Married" " White-Collar" " White" " Female" 40 48.05
34 " Private" 13 " Separated" " White-Collar" " White" " Female" 35 43.3
29 " Government" 14 " Married" " Professional" " White" " Female" 40 49.74
28 " Private" 8 " Married" " Professional" " White" " Male" 45 53.48
35 " Private" 13 " Single" " Service" " White" " Male" 37 47.83
29 " Private" 10 " Married" " White-Collar" " White" " Male" 40 59.59
21 " Private" 10 " Single" " White-Collar" " White" " Female" 30 41.96
52 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 95 54.91
45 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.77
43 " Private" 9 " Married" " Blue-Collar" " Black" " Male" 40 49.66
35 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Female" 25 40.68
21 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 20 44.41
35 " Private" 6 " Single" " Service" " White" " Male" 40 47.98
30 " Private" 9 " Married" " White-Collar" " White" " Male" 40 57.51
45 " Private" 9 " Single" " Blue-Collar" " White" " Female" 40 38.68
29 " Private" 10 " Single" " Service" " White" " Female" 20 40.16
29 " Government" 6 " Single" " Service" " Black" " Female" 40 44.76
33 " Private" 13 " Single" " White-Collar" " White" " Female" 40 44
17 " Private" 6 " Single" " Service" " Black" " Male" 15 34.68
52 " Private" 9 " Divorced" " Sales" " White" " Female" 25 39.33
24 " Private" 10 " Separated" " White-Collar" " White" " Female" 35 44.15
32 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 60.29
40 " Private" 13 " Single" " White-Collar" " White" " Female" 48 46.48
32 " Private" 9 " Separated" " White-Collar" " White" " Male" 40 54.82
33 " Private" 13 " Single" " Sales" " White" " Female" 40 40.33
30 " Private" 4 " Single" " Blue-Collar" " White" " Male" 38 50.92
28 " Private" 9 " Single" " White-Collar" " White" " Male" 40 51.49
62 " Other/Unknown" 12 " Married" " Blue-Collar" " White" " Male" 50 54.66
46 " Government" 13 " Married" " Service" " White" " Male" 40 57.73
32 " Private" 11 " Single" " Service" " White" " Female" 64 40.29
26 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.23
41 " Self-Employed" 13 " Married" " Professional" " White" " Male" 40 52.98
57 " Government" 10 " Married" " White-Collar" " White" " Male" 40 65.96
52 " Private" 10 " Married" " Sales" " White" " Male" 45 50.56
35 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 50 49.17
19 " Private" 9 " Single" " Blue-Collar" " White" " Male" 16 48.35
49 " Private" 13 " Single" " White-Collar" " White" " Male" 45 60.43
47 " Private" 11 " Married" " Blue-Collar" " White" " Male" 60 55.66
38 " Private" 7 " Married" " White-Collar" " White" " Female" 32 46.12
30 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 52.35
32 " Private" 7 " Married" " Blue-Collar" " White" " Male" 40 56.24
32 " Private" 9 " Married" " White-Collar" " White" " Female" 50 46.41
46 " Private" 11 " Single" " White-Collar" " White" " Female" 40 45.64
22 " Private" 9 " Single" " Blue-Collar" " White" " Male" 50 49.46
47 " Government" 10 " Married" " Service" " White" " Male" 50 59.49
57 " Self-Employed" 10 " Married" " Sales" " White" " Female" 25 38.55
47 " Private" 10 " Divorced" " White-Collar" " Black" " Female" 40 44.34
41 " Private" 13 " Married" " Professional" " White" " Male" 56 50.64
36 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 57.6
32 " Private" 13 " Married" " Blue-Collar" " White" " Male" 60 53.34
37 " Private" 7 " Married" " Service" " White" " Male" 40 56.06
36 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 45 49
64 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 52.24
17 " Private" 6 " Single" " Service" " White" " Male" 15 40.88
23 " Private" 10 " Single" " White-Collar" " White" " Female" 15 44.44
40 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 43.44
42 " Government" 13 " Married" " White-Collar" " White" " Male" 50 62.06
37 " Self-Employed" 9 " Married" " Service" " White" " Male" 42 50.53
35 " Government" 10 " Single" " Blue-Collar" " White" " Female" 40 44.49
56 " Self-Employed" 9 " Divorced" " Service" " White" " Male" 50 47.29
52 " Private" 13 " Married" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 49.04
37 " Government" 13 " Married" " Service" " White" " Male" 45 61.53
48 " Government" 16 " Married" " Professional" " White" " Male" 65 62.05
24 " Private" 9 " Divorced" " Service" " White" " Female" 40 39
33 " Private" 11 " Married" " Blue-Collar" " White" " Male" 40 57.29
39 " Private" 11 " Married" " Service" " Asian-Pac-Islander" " Male" 40 43.58
34 " Private" 9 " Divorced" " White-Collar" " Black" " Male" 42 45.35
